DISTRICT,WARD ,VILLAGE ,LATITUDE (Y),LONGITUDE (X),YEAR,HH_SERVED,FUNCTIONAL_STATE,PUMP_TYPE,OUTLETS,SOAK_AWAY_PIT,PROTECTED,DATE OF LAST VISIT,VPM_VISITS/YEAR,BH_COMMITTEE,SEASONALITY,AQUIFER_YIELD,BH_DEPTH ,PALATABILITY,TOTAL _DISSOLVED -SOLIDS
Nyanga,14,Ngawagare,-17.9633933,32.9040364,2015,25,Non-Functional,Submersible Pump,1,TRUE,Yes,2022/08/03,1,Non-existent,Perennial,41,87,TRUE,85
Mutasa,15,Mamvurura,-18.6397656,32.561269,2000,14,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/08,1,Functional,Perennial,28,74,TRUE,279
Mutasa,14,Makaha,-18.6596189,32.4907773,2015,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/03,3,Non-Functional,Perennial,9,37,TRUE,64
Mutasa,19,Dombo Village 4,-18.6806107,32.6759578,2014,10,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/11/30,2,Functional,Perennial,32,64,FALSE,714
Chipinge,23,Tuto,-20.742728,32.4674046,2015,17,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/27,2,Non-functional ,Perennial,0.293897617,24,TRUE,73
Mutasa,11,Manyore,-18.5905455,32.6757513,2010,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/04,3,Functional,Seasonal,2,109,TRUE,455
Buhera,20,Mukananana,-19.3740573,32.0389052,1999,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/24,1,Non-Functional,Perennial,35,86,FALSE,887
Chipinge,13,Mufoya,-20.361321,32.674407,2006,17,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/02/17,1,Functional,Perennial,26,45,TRUE,283
Nyanga,10,Nyagadza,-17.8024355,32.8994716,1994,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/19,2,Non-Functional,Perennial,18,46,TRUE,45
Buhera,23,Kandenga,-19.4404538,32.0028348,2015,22,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/14,2,Non-functional ,Seasonal,10,20,FALSE,710
Buhera,16,Chapukira,-19.4344046,31.6526628,1990,50,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/24,2,Functional,Perennial,6,23,TRUE,282
Mutasa,24,Mawondo,-18.8011543,32.5727139,2014,35,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/05,3,Functional,Perennial,47,114,TRUE,566
Chipinge,29,Jiazi,-21.0021784,32.1949732,1971,40,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/09,1,Functional,Seasonal,0.65392213,93,TRUE,152
Chipinge,16,Musapingura,-20.31623,32.361182,1918,19,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/13,1,Functional,Perennial,48,68,TRUE,484
Chipinge,4,Marwendo,-20.1248,32.45121,2013,13,Fully Functional,Bush Pump Type B,1,TRUE,No,2022/09/04,1,Functional,Seasonal,0.765716593,87,TRUE,555
Chimanimani,20,Chipiro,-19.915803,32.3803913,1918,16,Fully Functional,Bush Pump Type B,2,FALSE,Yes,2022/11/23,1,Functional,Perennial,10,30,TRUE,289
Chimanimani,17,Tomeke,-19.7776246,32.690409,1986,16,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/04/18,1,Functional,Perennial,23,114,TRUE,33
Mutasa,14,Tsemunhu,-18.6295992,32.4789943,1965,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/02/01,2,Functional,Perennial,33,108,FALSE,843
Mutasa,14,Tsemunhu,-18.6241078,32.4779913,1990,20,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/07/27,1,Functional,Perennial,30,52,TRUE,505
Mutare,12,Chadambuka,-19.18461,32.4536701,1992,18,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/29,1,Functional,Perennial,10,102,TRUE,463
Buhera,23,Zvenyika,-19.4296143,32.08735,2004,21,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/05,3,Non-existent,Seasonal,0.828476427,54,FALSE,821
Makoni,5,Chiwewe,-18.0789129,32.1731613,1989,40,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/07/31,2,Functional,Perennial,9,28,TRUE,422
Chipinge,13,Masabeya,-20.3641189,32.6617006,2015,16,Non-Functional,Rope and Washer,1,FALSE,Yes,2022/03/21,1,Non-functional ,Perennial,5,70,TRUE,383
Chipinge,30,Bhanzala,-21.2564015,32.4134264,1986,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/08,3,Non-Functional,Perennial,0.182069274,72,TRUE,194
Mutare,24,Mavhiza,-19.4839202,32.25906,2005,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/29,3,Functional,Perennial,12,80,TRUE,499
Mutasa,18,Nyakatsapa,-18.7080342,32.6628421,1989,30,Fully Functional,Elephant Pump,1,FALSE,Yes,2022/11/08,1,Functional,Seasonal,0.88770119,62,TRUE,134
Mutare,24,Matazwa,-19.448838,32.11124,1988,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/07,3,Functional,Perennial,21,26,TRUE,129
Mutare,29,Nyamariya,-19.5206097,32.3962782,1999,16,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/28,1,Functional,Perennial,37,55,TRUE,402
Chipinge,24,Madhuku 1,-20.7078858,32.3159529,2002,23,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/29,2,Functional,Seasonal,0.246492395,100,TRUE,392
Makoni,20,Makoni Kopje A,-18.4859561,32.2624355,2010,15,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/19,2,Functional,Perennial,33,61,TRUE,573
Buhera,6,Dhigi,-19.3506013,31.5421126,1960,18,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/08,3,Non-Functional,Perennial,0.019373199,48,TRUE,431
Chipinge,27,Zikhuyumo,-20.9026517,32.1670325,1998,22,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/14,2,Non-functional ,Perennial,0.128644807,101,TRUE,425
Chipinge,24,Mabizeni,-20.7159793,32.2924861,1990,16,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/01,1,Functional,Perennial,23,68,TRUE,444
Makoni,39,Munetsi,-18.5978773,31.8735792,1992,15,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/04/17,1,Non-functional ,Perennial,47,99,TRUE,303
Makoni,12,Nechironga,-18.5075799,31.9802634,1990,25,Non-Functional,Bush Pump Type A,1,FALSE,No,2023/03/11,3,Non-existent,Perennial,12,55,TRUE,557
Chipinge,3,Charuma,-20.0276808,32.349282,2016,14,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/27,1,Functional,Perennial,10,93,TRUE,254
Nyanga,24,Mandipaka,-18.2803747,32.612754,2013,10,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/10/24,1,Functional ,Seasonal,0.550736269,71,FALSE,759
Mutare,18,Patikai  Muchisi,-19.2841946,32.4019732,1987,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/29,1,Functional,Perennial,12,57,TRUE,380
Chimanimani,3,Mutidzawanda,-19.55147,32.5075199,2012,17,Fully Functional,Elephant Pump,1,FALSE,Yes,2022/08/13,1,Functional,Perennial,29,101,TRUE,549
Chipinge,26,Machona 3,-20.3153128,32.1414129,1966,10,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/16,1,Non-Functional,Perennial,23,77,TRUE,201
Mutasa,16,Tondondo,-18.7134066,32.4996534,2008,30,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/05/03,2,Functional,Seasonal,0.586473895,79,FALSE,711
Makoni,16,GUSHURE,-18.5890488,32.0762817,1998,17,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/22,2,Non-Functional,Seasonal,0.911572155,105,TRUE,314
Mutasa,15,Duri,-18.6048352,32.5418017,2013,16,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/21,1,Functional,Perennial,27,53,TRUE,390
Buhera,10,Mukandu,-19.1401213,31.2023053,1998,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/05/28,3,Functional,Perennial,21,68,TRUE,132
Chipinge,4,Mushakavanhu,-20.1215142,32.3443249,1986,20,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/02,1,Functional,Seasonal,0.682438494,90,TRUE,159
Mutasa,14,Dzingirai,-18.6077068,32.5245328,1965,22,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/16,2,Functional,Perennial,6,52,TRUE,265
Mutare,22,Muranda VILLAGE K,-19.3990744,32.6109269,1990,15,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/28,1,Non-functional ,Perennial,43,103,TRUE,461
Buhera,15,Makuve,-19.3852701,31.6432723,1999,17,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/01,1,Non-existent,Seasonal,0.976843704,96,TRUE,98
Chipinge,22,Batanai,-20.6108844,32.3581041,1990,38,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/14,3,Functional,Perennial,20,78,TRUE,33
Mutasa,20,Chimuriwo,-18.7267667,32.646073,1999,21,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/25,2,Functional,Perennial,28,78,FALSE,850
Buhera,25,Chidhumo,-19.5972171,32.2133245,1986,11,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/31,1,Functional,Perennial,49,27,TRUE,427
Chimanimani,20,Chandimara,-19.90419,32.5034938,1965,17,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/29,3,Functional,Perennial,21,51,TRUE,180
Makoni,10,49 Bingaguru,-18.232255,32.3344271,1990,0,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/09/01,1,Functional ,Perennial,9,44,TRUE,369
Chipinge,23,Zamchiya,-20.7010458,32.4686846,1999,0,Non-Functional,Bush Pump Type B,1,FALSE,No,2023/03/05,3,Non-existent,Seasonal,0.638469874,36,FALSE,781
Mutare,11,Kwembeya,-19.1416052,32.324319,1992,30,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/05,1,Functional,Perennial,35,22,TRUE,554
Nyanga,7,Nyamutowera,-17.705323,32.5546025,2004,14,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/07/22,2,Functional,Perennial,5,49,TRUE,293
Makoni,22,Rugoi,-18.6223898,32.4006567,1989,39,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/20,2,Functional,Perennial,40,63,TRUE,234
Chipinge,1,Maunganidze,-19.4524162,32.3434138,2015,20,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/08/20,1,Functional,Perennial,32,55,TRUE,106
Makoni,18,Adams 1,-18.6493588,32.2365523,1986,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/09,1,Non-functional ,Perennial,37,54,TRUE,278
Makoni,16,Hera,-18.6106883,32.0594744,2005,45,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/23,3,Functional,Perennial,5,115,TRUE,573
Makoni,1,Nyandoro,-17.7290631,32.5172473,1989,30,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/08/20,2,Functional,Perennial,16,51,TRUE,561
Makoni,19,Chihomva,-18.5477383,32.2893593,1988,23,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/20,1,Functional,Seasonal,13,83,TRUE,319
Chipinge,26,Matikwa A,-20.8381553,32.3347524,1999,54,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/07/06,1,Functional,Perennial,3,91,TRUE,459
Mutare,3,Bray,-19.0202046,32.3414219,2002,31,Partially Functional,Bush Pump Type B,1,FALSE,No,2022/05/29,2,Functional,Perennial,0.557262213,111,FALSE,908
Mutare,10,Bemhiwa,-19.262695,32.3277468,2010,26,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/17,3,Functional,Perennial,37,92,TRUE,230
Makoni,24,Machiridza,-18.6771006,31.8224126,1960,32,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/07/24,2,Non-existent,Perennial,8,53,TRUE,236
Mutare,12,Shundure1,-19.1944408,32.4341425,1998,40,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/08/17,1,Functional ,Seasonal,0.306699156,51,FALSE,930
Mutare,29,Chishingwi,-19.6027817,32.3923621,1990,40,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/31,1,Non-existent,Perennial,46,114,TRUE,254
Chimanimani,3,Mutidzawanda,-19.5541813,32.5106105,1992,45,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/15,2,Functional,Perennial,0.734300216,21,TRUE,268
Makoni,17,NYAHWA Village,-18.8319288,32.1658268,1990,20,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/26,2,Functional ,Perennial,0.209832002,112,TRUE,224
Makoni,27,Tazviguta,-18.8249848,32.0525658,2016,22,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2022/09/23,1,Functional,Perennial,0.779124321,109,FALSE,601
Mutare,19,CHINDOTI,-19.3051125,32.378808,2013,12,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/12/14,2,Functional,Perennial,5,68,TRUE,395
Mutasa,12,Dowera,-18.5014648,32.5589319,1987,19,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/25,3,Non-existent,Perennial,25,33,TRUE,467
Mutare,30,Charamba,-19.5612759,32.2797252,2012,19,Partially Functional,Bush Pump Type B,2,FALSE,Yes,2023/01/10,3,Functional,Perennial,0.187385462,100,TRUE,137
Mutare,20,Dick,-19.2623936,32.5706643,1966,20,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/13,1,Functional ,Perennial,10,61,TRUE,47
Mutare,17,Mhuriyengwe,-19.3145716,32.2781566,2008,15,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/12,3,Functional,Perennial,41,39,TRUE,377
Buhera,25,Charehwandishe,-19.5698704,32.0551233,1998,35,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/02/02,3,Functional ,Perennial,12,35,TRUE,435
Mutare,27,Nyamhere,-19.401056,32.5795066,2013,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/04,3,Non-Functional,Perennial,0.47809468,81,TRUE,542
Mutare,14,Chitiyo,-19.1474713,32.5868536,1998,0,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/21,2,Non-functional ,Seasonal,0.265486094,102,TRUE,184
Mutare,12,Ngonya,-19.1691732,32.4850525,1986,12,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2022/04/17,2,Functional,Perennial,0.526867178,105,TRUE,416
Mutare,13,Mujaji Village,-19.1268688,32.5257549,1965,16,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2023/01/07,3,Functional ,Perennial,17,47,FALSE,810
Mutasa,11,Nyamunokora A,-18.5737853,32.6342277,1990,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/15,1,Functional,Perennial,36,46,TRUE,359
Chipinge,1,Maunganidze,-19.168067,32.3616804,1999,16,Fully Functional,Bush Pump Type A,1,TRUE,Yes,2022/02/14,2,Functional,Perennial,8,31,TRUE,86
Chipinge,23,Kushinga,-20.693135,32.451608,1990,30,Non-Functional,Bush Pump Type A,1,FALSE,No,2022/03/24,1,Non-functional ,Perennial,23,39,TRUE,342
Buhera,27,Dzaramba,-19.7058138,31.9761075,1999,15,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/03,1,Non-Functional,Perennial,41,71,TRUE,76
Mutare,19,BWIZI,-19.3568092,32.4404096,2012,16,Non-Functional,National Pump,1,FALSE,Yes,2022/08/11,1,Functional ,Seasonal,0.966420513,39,FALSE,719
Chipinge,23,Nyadzonya,-20.7373634,32.4256424,1966,23,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/18,1,Functional,Perennial,0.553439394,21,TRUE,448
Buhera,30,Taurwi,-19.7767341,32.3088774,2008,15,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/03,2,Non-existent,Perennial,12,107,FALSE,656
Chimanimani,20,Tonhorai,-19.9358902,32.3617008,1998,18,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/07/26,1,Functional,Perennial,13,23,TRUE,100
Mutare,1,Village 5,-18.2324341,32.4033557,2013,22,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/05,1,Functional,Perennial,9,90,TRUE,146
Mutare,25,Mutudza,-19.3767425,32.3969124,1998,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/03/10,1,Functional,Perennial,16,103,TRUE,102
Makoni,6,Padeswood,-18.3076412,32.10163,1992,15,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/10/07,2,Functional,Perennial,48,55,TRUE,394
Makoni,26,Nembaware,-18.746959,32.0150897,2004,25,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/12,2,Functional,Perennial,24,61,TRUE,481
Mutare,18,CLIFFORD MUCHISI,-19.3160523,32.4223009,1989,14,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/11,1,Functional ,Perennial,30,71,TRUE,51
Mutare,15,Chikara,-19.2038879,32.6698936,2015,10,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/24,1,Functional ,Perennial,40,110,TRUE,399
Mutare,12,Chadambuka,-19.1863422,32.4458099,1986,10,Non-Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/27,3,Non-functional ,Seasonal,0.067293085,79,FALSE,753
Chipinge,3,mugadza,-20.1333252,32.3146117,2005,17,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/13,3,Functional,Perennial,34,112,TRUE,27
Makoni,21,Ruocha,-18.5229201,32.3386532,1989,10,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/03/19,1,Functional,Perennial,50,85,FALSE,943
Chipinge,15,Masocha,-20.5100557,32.5434301,1988,30,Non-Functional,Bush Pump Type C,1,TRUE,No,2022/06/10,1,Non-functional ,Seasonal,0.806712507,93,FALSE,1000
Mutasa,19,Marira,-18.6755124,32.6398477,1999,17,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/23,1,Functional,Perennial,20,44,FALSE,871
Makoni,7,26,-18.147174,32.2138852,2002,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/04,1,Functional,Seasonal,35,80,TRUE,521
Mutare,24,Mupombwa,-19.461714,32.3211296,2010,26,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/01,2,Non-functional ,Perennial,34,63,TRUE,204
Makoni,27,Muzvuwe,-18.7974173,32.0792298,1960,49,Fully Functional,Bush Pump Type C,1,TRUE,Yes,2023/05/18,3,Functional,Perennial,0.713469055,33,FALSE,931
Makoni,29,Mufambisi,-18.9313201,32.0526992,1998,29,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/02/03,3,Non-functional ,Seasonal,0.764538615,53,FALSE,843
Chipinge,27,Mbendani,-20.4430166,32.1321546,1990,28,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/09/17,1,Functional,Perennial,41,82,TRUE,54
Mutasa,24,Muchirahondo,-18.7862938,32.6345049,1992,4,Fully Functional,Bush Pump Type B,1,FALSE,No,2022/03/28,2,Non-Functional,Perennial,41,78,FALSE,761
Makoni,6,Fairfield 12a,-18.1555527,32.0119045,1990,4,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/11,1,Functional,Perennial,0.904580861,102,TRUE,92
Mutare,17,Marewo,-19.3308523,32.236057,2016,40,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/11/13,1,Non-Functional,Perennial,50,75,TRUE,63
Mutare,30,Chibiya,-19.7029496,32.2993952,2013,15,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/08/26,2,Non-existent,Perennial,14,91,TRUE,114
Chipinge,23,Chitokonye,-20.5849072,32.4290601,1987,0,Non-Functional,Bush Pump Type B,1,FALSE,No,2022/05/10,2,Non-functional ,Perennial,34,40,TRUE,69
Buhera,29,Muchawaya,-19.7506532,32.1603,2012,50,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2022/07/21,1,Functional,Perennial,0.191106904,108,TRUE,344
Buhera,10,Muvhunzi,-19.1721457,31.8043837,1966,60,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/28,1,Functional,Perennial,10,39,TRUE,599
Makoni,5,Chiwewe,-18.0648947,32.177221,2008,15,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/12,3,Functional,Perennial,15,23,TRUE,351
Mutasa,23,Premier Central,-18.9080647,32.583674,1998,48,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/05/08,1,Functional,Perennial,43,43,TRUE,260
Buhera,6,Hwata,-19.338895,31.5825741,2013,20,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/15,2,Functional,Perennial,16,51,TRUE,169
Mutare,23,Mazwi,-19.3810399,32.2674101,1998,62,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/06/21,1,Functional,Perennial,18,22,TRUE,151
Buhera,26,Charuma,-19.7759841,31.9829446,1986,12,Partially Functional,Bush Pump Type B,1,FALSE,No,2023/03/16,3,Non-Functional,Perennial,24,100,TRUE,163
Mutare,9,Musharu,-19.2175734,32.2075899,1965,13,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/09/30,1,Functional,Perennial,29,87,FALSE,616
Makoni,39,Gowo,-18.5994911,31.881155,1990,20,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2022/09/24,1,Non-functional ,Seasonal,17,27,TRUE,583
Mutare,10,Muzanechita,-19.2107487,32.290684,1999,60,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/06/29,2,Functional,Perennial,41,48,TRUE,29
Mutare,28,Masasi,-19.4864786,32.4059388,1990,30,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/03/28,3,Non-Functional,Perennial,27,90,TRUE,209
Mutare,14,Karuma,-19.1987492,32.5952182,1999,35,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/01/02,2,Functional,Perennial,11,60,FALSE,847
Makoni,35,5,-17.8856613,32.165349,1992,10,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/06/01,3,Non-existent,Seasonal,29,44,FALSE,728
Chipinge,24,Mabizeni,-20.2241333,32.2154545,2004,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/02/25,2,Functional,Perennial,0.632739165,50,TRUE,81
Makoni,27,Josiasi,-18.8424099,32.1202162,1989,35,Non-Functional,Bush Pump Type C,1,FALSE,Yes,2022/12/30,1,Non-functional ,Seasonal,0.133893121,33,FALSE,938
Mutasa,8,Garitsindike,-18.582137,32.8055562,2015,23,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/10/02,1,Functional,Perennial,50,38,TRUE,585
Nyanga,10,Mutetwa,-17.8152819,32.9014002,1986,17,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/10/24,1,Functional,Perennial,0.07725737,101,TRUE,22
Mutare,35,Madziwana,-19.1093839,32.4878146,2005,60,Partially Functional,Bush Pump Type A,1,FALSE,Yes,2023/03/22,3,Functional,Perennial,8,101,TRUE,394
Chimanimani,17,Mutakura,-19.8071199,32.7085309,1989,30,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/08,1,Functional,Perennial,50,46,TRUE,71
Makoni,24,Gukuta,-18.7272216,31.8504374,1988,32,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/18,1,Non-functional ,Perennial,0.990646975,61,TRUE,204
Nyanga,4,Mashumba,-17.5726251,32.791828,1999,15,Partially Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/17,3,Functional,Seasonal,0.317337117,92,TRUE,312
Mutasa,6,Rori,-18.5087209,32.8750705,2002,45,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/05,1,Functional,Perennial,50,76,FALSE,773
Chipinge,22,Batanai,-20.610025,32.3571489,2010,30,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/05/26,1,Functional,Seasonal,0.103437018,73,TRUE,382
Chipinge,24,Mabizeni,-20.6998246,32.247128,1960,60,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2023/03/27,3,Functional,Perennial,22,29,TRUE,123
Mutare,3,Russenvrede,-18.884422,32.3583677,1998,33,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2022/12/02,1,Functional,Perennial,0.712211229,98,TRUE,338
Makoni,7,10A,-18.1216894,32.1689231,1990,10,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/05/24,3,Non-functional ,Perennial,19,86,FALSE,691
Chipinge,22,Dakate,-20.566489,32.2989879,1992,10,Fully Functional,Bush Pump Type B,1,TRUE,No,2022/01/05,1,Functional,Perennial,49,35,FALSE,710
Makoni,29,Tokoyo,-18.8745006,32.0396831,1990,50,Non-Functional,Bush Pump Type B,1,FALSE,Yes,2022/08/06,1,Non-functional ,Perennial,0.517213672,100,TRUE,328
Chipinge,12,Isis Committe Of 7,-20.3149789,32.5312512,2016,0,Non-Functional,Mono Pump,1,FALSE,No,2022/07/24,1,Functional ,Seasonal,0.633279956,106,FALSE,745
Buhera,27,Muurawa,-19.6909476,32.0311081,2013,16,Non-Functional,Bush Pump Type A,1,FALSE,Yes,2023/04/12,3,Functional ,Perennial,49,101,TRUE,512
Chipinge,4,Mushakavanhu,-20.0778804,32.4060856,1987,25,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/15,3,Functional,Perennial,0.253197695,39,TRUE,575
Mutasa,11,Shenje,-18.596552,32.6584658,2012,16,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/06/02,2,Non-Functional,Perennial,2,82,FALSE,837
Mutare,22,Padzura Village 3,-19.2953772,32.7105243,1966,30,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/03/04,2,Functional,Perennial,18,72,TRUE,433
Chipinge,22,Tafuka,-20.6768634,32.2826419,2008,15,Fully Functional,Bush Pump Type B,1,TRUE,No,2023/02/26,3,Functional,Perennial,11,46,TRUE,247
Makoni,10,53,-18.275378,32.3972112,1998,16,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/20,3,Functional,Perennial,7,20,TRUE,155
Mutare,24,Muchingami,-19.4273906,32.2673262,2013,23,Fully Functional,Bush Pump Type A,1,FALSE,Yes,2022/01/05,1,Functional,Perennial,37,71,TRUE,174
Buhera,30,Nendanga,-19.9197558,32.3300062,1998,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2022/12/26,2,Functional,Perennial,0.673688186,115,FALSE,677
Chipinge,1,Mindu,-20.0161366,32.4170434,1986,18,Fully Functional,Bush Pump Type B,1,FALSE,Yes,2022/04/08,1,Functional,Perennial,18,107,TRUE,120
Chipinge,22,Batanai,-20.5443125,32.3144514,1965,22,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/02/22,3,Functional,Perennial,5,112,TRUE,160
Mutasa,16,Mukahanana,-18.7448292,32.5024519,1990,16,Fully Functional,Bush Pump Type B,1,TRUE,Yes,2023/04/09,3,Functional,Perennial,48,95,TRUE,199
Makoni,35,4,-17.3394619,32.1322321,1999,15,Partially Functional,Bush Pump Type B,1,FALSE,Yes,2023/04/04,3,Functional,Seasonal,0.837147739,42,FALSE,957
